iter	RMSE
1667	26797.25874
1668	26795.48417
1669	26792.58547
1670	26789.29089
1671	26785.08529
1672	26782.27963
1673	26779.86121
1674	26777.16516
1675	26775.06894
1676	26772.99722
1677	26771.66514
1678	26767.74664
1679	26764.99046
1680	26763.42297
1681	26761.15419
1682	26758.72592
1683	26754.43316
1684	26750.37752
1685	26747.88301
1686	26745.03262
1687	26742.30296
1688	26739.6845
1689	26737.0653
1690	26732.75587
1691	26729.30266
1692	26726.49436
1693	26724.41531
1694	26719.42012
1695	26718.31866
1696	26712.95877
1697	26710.50889
1698	26706.20541
1699	26702.34459
1700	26698.88789
1701	26695.47691
1702	26690.72022
1703	26687.06903
1704	26684.80928
1705	26682.25615
1706	26679.3926
1707	26676.65614
1708	26674.26863
1709	26671.61208
1710	26668.21847
1711	26665.39631
1712	26662.37585
1713	26657.43042
1714	26655.91428
1715	26650.80486
1716	26645.29845
1717	26642.53994
1718	26639.36043
1719	26633.78116
1720	26630.44637
1721	26627.96535
1722	26626.07922
1723	26623.24382
1724	26620.39561
1725	26615.84599
1726	26611.65381
1727	26608.54849
1728	26605.3543
1729	26605.01624
1730	26600.17325
1731	26597.5204
1732	26594.82556
1733	26593.74968
1734	26591.59213
1735	26588.09655
1736	26584.09872
1737	26581.00692
1738	26578.74828
1739	26573.76986
1740	26570.99207
1741	26568.32577
1742	26565.89227
1743	26563.02267
1744	26558.98529
1745	26556.54416
1746	26554.76195
1747	26551.38779
1748	26548.81804
1749	26545.22472
1750	26542.51921
1751	26540.26508
1752	26538.02269
1753	26534.99902
1754	26532.7396
1755	26530.72354
1756	26526.36368
1757	26521.55383
1758	26519.30932
1759	26517.33588
1760	26514.9423
1761	26509.73495
1762	26507.14305
1763	26504.79393
1764	26502.24534
1765	26496.50037
1766	26490.54156
1767	26486.87655
1768	26484.41359
1769	26482.38578
1770	26478.07576
1771	26475.11562
1772	26471.92254
1773	26470.13668
1774	26467.52604
1775	26465.10176
1776	26460.94563
1777	26459.99226
1778	26454.85608
1779	26452.48384
1780	26451.15353
1781	26448.46864
1782	26445.65879
1783	26442.59157
1784	26438.88348
1785	26437.04665
1786	26433.59124
1787	26431.36509
1788	26429.87327
1789	26424.71174
1790	26421.82078
1791	26418.59515
1792	26416.46466
1793	26413.45108
1794	26409.8149
1795	26407.54174
1796	26405.08358
1797	26402.30212
1798	26397.94429
1799	26396.81935
1800	26393.86678
1801	26388.8879
1802	26385.70007
1803	26381.23033
1804	26378.79303
1805	26375.34448
1806	26372.66222
1807	26369.72794
1808	26366.74388
1809	26362.60765
1810	26360.29698
1811	26358.95509
1812	26356.7287
1813	26353.40795
1814	26351.50059
1815	26349.16367
1816	26347.7786
1817	26345.45763
1818	26343.0122
1819	26339.88549
1820	26337.92905
1821	26334.62793
1822	26330.464
1823	26327.91841
1824	26324.13899
1825	26321.62444
1826	26317.22544
1827	26314.40453
1828	26312.43063
1829	26310.18217
1830	26306.49173
1831	26303.7428
1832	26299.74436
1833	26297.46357
1834	26295.12617
1835	26292.31835
1836	26289.11512
1837	26286.68415
1838	26283.89834
1839	26281.34111
1840	26278.61217
1841	26275.01672
1842	26272.17902
1843	26268.11484
1844	26263.45267
1845	26260.42637
1846	26256.68812
1847	26254.34158
1848	26250.80426
1849	26247.37452
1850	26244.50253
1851	26240.66746
1852	26238.59569
1853	26232.90345
1854	26230.8219
1855	26228.31248
1856	26226.24408
1857	26224.39089
1858	26223.24639
1859	26219.52257
1860	26217.3418
1861	26215.11014
1862	26211.94638
1863	26208.24982
1864	26204.89422
1865	26203.51715
1866	26201.50505
1867	26199.4486
1868	26196.59816
1869	26195.05553
1870	26193.09928
1871	26189.70942
1872	26187.2068
1873	26185.68758
1874	26180.17729
1875	26177.32151
1876	26175.80541
1877	26170.92837
1878	26169.48004
1879	26167.46592
1880	26163.00578
1881	26159.85384
1882	26155.72076
1883	26152.96995
1884	26151.93744
1885	26149.91297
1886	26147.16555
1887	26143.63897
1888	26140.83506
1889	26137.01072
1890	26135.48217
1891	26132.65003
1892	26130.78274
1893	26128.39299
1894	26125.25419
1895	26122.90716
1896	26120.33683
1897	26116.23767
1898	26113.49955
1899	26111.17673
1900	26108.90866
1901	26106.09886
1902	26103.61483
1903	26099.83602
1904	26096.18378
1905	26094.11801
1906	26091.20636
1907	26089.49628
1908	26085.67022
1909	26083.02483
1910	26080.46798
1911	26076.46786
1912	26073.77151
1913	26072.21738
1914	26068.98973
1915	26065.09808
1916	26062.90473
1917	26059.47152
1918	26056.97401
1919	26055.21676
1920	26053.02659
1921	26051.61814
1922	26049.28567
1923	26046.59471
1924	26043.06929
1925	26038.56784
1926	26036.57024
1927	26034.42199
1928	26031.77289
1929	26028.29924
1930	26024.15152
1931	26021.39444
1932	26020.15423
1933	26017.23691
1934	26014.28143
1935	26008.6002
1936	26006.21464
1937	26004.34558
1938	26001.76258
1939	25999.78631
1940	25995.7884
1941	25991.57715
1942	25988.03336
1943	25985.96785
1944	25983.07963
1945	25982.33131
1946	25980.66186
1947	25978.39132
1948	25975.76773
1949	25972.85611
1950	25969.94915
1951	25967.87779
1952	25965.15513
1953	25962.34016
1954	25959.50815
1955	25954.64746
1956	25952.52662
1957	25949.52385
1958	25946.94992
1959	25944.84089
1960	25943.15921
1961	25941.64893
1962	25938.62111
1963	25935.19753
1964	25933.26505
1965	25930.45322
1966	25928.31406
1967	25925.87344
1968	25923.74383
1969	25920.84506
1970	25919.17229
1971	25916.1426
1972	25911.7716
1973	25908.73407
1974	25905.24198
1975	25901.85003
1976	25899.33211
1977	25896.35913
1978	25894.26486
1979	25891.57827
1980	25888.70724
1981	25885.94352
1982	25883.53888
1983	25880.87934
1984	25878.43103
1985	25876.47022
1986	25874.20151
1987	25870.94138
1988	25867.28969
1989	25864.44209
1990	25861.96077
1991	25858.24497
1992	25853.93972
1993	25851.36154
1994	25848.28594
1995	25847.5079
1996	25845.60127
1997	25842.24438
1998	25838.65302
1999	25836.65325
